Original Text,Replacement Text,Phonemes,Languages,Voice IDs,Active,Ignore Case,App Bundle IDs
"Since June, this is the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.","Seit Juni ist dies die vierte Runde der Entlassung korrupter Steuerbeamter. In den vorangegangenen drei Runden wurden 49 hochrangige Steuerbeamte, darunter 12 vom Central Board of Direct Taxes (CBDT), zwangsweise in den Ruhestand versetzt.","Dies ist seit Juni die vierte Runde von Entlassungen korrupter Steuerbeamter. In den drei vorangegangenen Runden wurden 49 hochrangige Steuerbeamte, darunter 12 aus dem Central Board of Direct Taxes (CBDT), zwangsweise in den Ruhestand versetzt.",1.0,,TRUE,FALSE,
"Sources said the action was in line with Prime Minister Narendra Modi's address to the nation from the ramparts of the Red Fort when he had said some black sheep in the tax administration may have misused their powers and harassed taxpayers, either by targeting honest assesses or taking excessive action for minor or procedural violations.","Quellen sagten, die Aktion stehe im Einklang mit Premierminister Narendra Modis Ansprache an die Nation von den Wällen des Roten Forts aus, als er sagte, dass einige schwarze Schafe in der Steuerverwaltung ihre Befugnisse missbraucht und die Steuerzahler belästigt haben könnten, entweder indem sie auf ehrliche Bewertungen abzielten oder übermäßige Maßnahmen für geringfügige oder Verfahrensverstöße ergriffen.","Nach Angaben von Quellen stimmte die Aktion mit der Ansprache von Premierminister Narendra Modi an die Nation von den Festungsmauern des Roten Forts überein, als er gesagt hatte, dass einige schwarze Schafe in der Steuerverwaltung ihre Macht missbraucht und die Steuerzahler geschädigt haben könnten, indem sie entweder gegen ehrliche Beurteilungen vorgingen oder wegen geringfügiger oder verfahrenstechnischer Verstöße übertriebene Maßnahmen ergriffen haben.",0.8863589143223566,,TRUE,FALSE,
"""We have recently taken the bold step of compulsorily retiring a significant number of tax officials, and we will not tolerate this type of behaviour,"" he had said.","„Wir haben vor kurzem den mutigen Schritt unternommen, eine beträchtliche Anzahl von Steuerbeamten zwangsweise in den Ruhestand zu schicken, und wir werden diese Art von Verhalten nicht tolerieren“, hatte er gesagt.","„Wir haben kürzlich den mutigen Schritt unternommen, eine beachtliche Anzahl von Steuerbeamten zwangsweise in den Ruhestand zu versetzen, und wir werden diese Art von Verhalten nicht tolerieren“, erklärte er.",1.0,,TRUE,FALSE,
"Nearly half of the officials retired were those who were arrested by the CBI for allegedly receiving illegal gratification. One of them was caught accepting a bribe of Rs 15,000. One official is accused of having assets disproportionate to his known source of income.","Fast die Hälfte der Beamten im Ruhestand waren diejenigen, die von der CBI wegen angeblicher illegaler <v>Befriedigung </v>verhaftet wurden. Einer von ihnen wurde dabei erwischt, wie er ein Bestechungsgeld von 15.000 Rs akzeptierte. Ein Beamter wird beschuldigt, Vermögenswerte zu haben, die unverhältnismäßig zu seiner bekannten Einkommensquelle sind.","Nahezu die Hälfte der pensionierten Beamten waren jene, die vom CBI verhaftet worden waren, weil sie angeblich illegale Zuwendungen erhalten hatten. Einer von ihnen wurde dabei erwischt, wie er ein Bestechungsgeld von 15.000 Rs annahm. Einem Beamten wird vorgeworfen, Vermögen zu besitzen, das in keinem Verhältnis zu seinem bekannten Einkommen steht.",0.7580545882872703,,TRUE,FALSE,
"In June, the government had compulsorily retired 15 commissioner-level officials of CBIC on charges of corruption, collecting and giving bribes, smuggling and even criminal conspiracy. Prior to that, the government had compulsorily retired 12 senior IRS officials from the Income Tax department over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of the Central Civil Services (Pension) Rules.","Im Juni hatte die Regierung 15 Beamte auf Kommissarsebene der CBIC unter dem Vorwurf der Korruption, des Sammelns und Gebens von Bestechungsgeldern, des Schmuggels und sogar der kriminellen Verschwörung zwangsweise in den Ruhestand versetzt. Davor hatte die Regierung 12 hochrangige IRS-Beamte der Einkommenssteuerabteilung wegen Korruptionsvorwürfen, sexueller Belästigung, unverhältnismäßiger Vermögenswerte gemäß Regel 56 (J) der <v>Regeln der Zentralen Zivildienste (Pension) </v>zwangsweise in den Ruhestand versetzt.","Im Juni hatte die Regierung 15 Beamte auf Kommissionsebene des CBIC unter dem Vorwurf der Korruption, des Sammelns und Verteilens von Bestechungsgeldern, des Schmuggels und sogar der kriminellen Verschwörung zwangsweise in den Ruhestand versetzt. Zuvor hatte die Regierung 12 hochrangige Finanzamtsbeamte der Einkommenssteuerabteilung aufgrund von Anklagen wegen Korruption, sexueller Belästigung und unverhältnismäßigen Vermögens, beruhend auf Regel 56 (J) der Central Civil Services (Pension) Rules, zwangsweise in den Ruhestand versetzt.",0.7554012367165177,,TRUE,FALSE,
"In August, the government compulsorily retired 22 CBIC officials. The Rule 56 (J) of Central Civil Services (Pension) Rules, 1972 provides for periodical review of the performance of government servants with a view to ascertain whether they should be retained in service or retired in public interest.","Im August hat die Regierung 22 CBIC-Beamte zwangsweise in den Ruhestand versetzt.Die Regel 56 (J) der Central Civil Services (Pension) Rules, 1972, sieht eine regelmäßige Überprüfung der Leistung von Staatsbediensteten vor, um festzustellen, ob sie im Dienst bleiben oder im öffentlichen Interesse pensioniert werden sollten.","Im August versetzte die Regierung 22 CBIC-Beamte zwangsweise in den Ruhestand. Die Regel 56 (J) der Central Civil Services (Pension) Rules von 1972 sieht eine regelmäßige Überprüfung der Leistung von Regierungsbeamten vor, um festzustellen, ob diese im aktiven Dienst bleiben oder wegen öffentlichen Interesses in den Ruhestand versetzt werden sollten.",0.9388876947835518,,TRUE,FALSE,
"As per these instructions, the cases of government servants covered by FR 56 (J), 56 (1) or Rule 48 (1) (b) of CCS (Pension) Rules, 1972 should be reviewed six months before they attain the age of 50-55 years, in cases covered by FR 56 (j) and on completion of 30 years of qualifying service under FR 56 (1) or Rule 48 of CCS (Pension) Rules, 1972.","Gemäß diesen Anweisungen sollten die Fälle von Staatsbediensteten, die unter FR 56 (J), 56 (1) oder Regel 48 (1) (b) der CCS (Pensions-)Regeln von 1972 fallen, sechs Monate vor ihrem Erreichen des Alters von 50-55 Jahren überprüft werden, in Fällen, die unter FR 56 (j) fallen, und nach Abschluss von 30 Jahren qualifizierten Dienstes nach FR 56 (1) oder Regel 48 der CCS (Pensions-)Regeln von 1972.","Gemäß diesen Anweisungen sollten die Fälle von Regierungsbeamten, die unter FR 56 (J), 56 (1) oder Regel 48 (1) (b) der CCS (Pension) Rules von 1972 fallen, sechs Monate vor dem Erreichen des Alters von 50-55 Jahren überprüft werden, und zwar in den Fällen, die unter FR 56 (j) fallen und nach Abschluss von 30 Jahren qualifizierter Dienstzeit gemäß FR 56 (1) oder Regel 48 der CCS (Pension) Rules von 1972.",0.7307103985715092,,TRUE,FALSE,
A woman in Maine got 500 letters from United Healthcare within five days,Eine Frau in Maine erhielt 500 Briefe von United Healthcare innerhalb von fünf Tagen,Eine Frau in Maine erhielt innerhalb von fünf Tagen 500 Briefe von United Healthcare,1.0,,TRUE,FALSE,
Stephanie Lay said she found the piles of letters from the insurance company stashed in her mailbox between Thursday and Monday.,"Stephanie Lay sagte, sie fand die Stapel von Briefen von der Versicherungsgesellschaft zwischen Donnerstag und Montag in ihrem Briefkasten verstaut.","Stephanie Lay gab an, sie habe die Stapel von Briefen von der Versicherungsgesellschaft zwischen Donnerstag und Montag in ihrem Briefkasten gefunden.",0.9728049178668036,,TRUE,FALSE,
"""A week ago Thursday was the first wave of letters, I got 46 letters,"" she told CNN. ""I immediately called United Healthcare insurance and told them I received 46 letters of the same letter.""","„Vor einer Woche war Donnerstag die erste Welle von Briefen, ich bekam 46 Briefe“, sagte sie CNN. „Ich rief sofort die United Healthcare Versicherung an und sagte ihnen, dass ich 46 Briefe desselben Briefes erhalten habe.“","„Am Donnerstag vor einer Woche kam die erste Welle von Briefen, ich erhielt 46 Briefe“, sagte sie gegenüber CNN. „Ich rief daraufhin sofort bei der Versicherungsgesellschaft United Healthcare an und teilte ihnen mit, dass ich 46 Exemplare desselben Briefes erhalten hatte.“",0.8089798142866568,,TRUE,FALSE,
"And the letters just kept coming, piling up to more than 500 by Monday.",Und die Briefe kamen immer wieder und häuften sich bis Montag auf mehr als 500.,"Und es kamen immer mehr Briefe, bis Montag mehr als 500.",1.0,,TRUE,FALSE,
"They were addressed to her son, who has autism and lives in a private care facility, she said. But instead of her son's name inside when you opened them, the letters said Dear Maine's Department of Health and Human Services -- in Cincinnati, she told local media.","Sie richteten sich an ihren Sohn, der Autismus hat und in einer privaten Pflegeeinrichtung lebt, sagte sie. Aber anstelle des Namens ihres Sohnes im Inneren, als <v>Sie</v> sie öffneten, sagten die Briefe, <v>Dear Maines Department of Health and Human Services – in Cincinnati</v>, sagte sie den lokalen Medien.","Sie seien an ihren Sohn adressiert, der an Autismus leidet und in einer privaten Pflegeeinrichtung lebt, sagte sie. Aber als Sie die Briefe öffnete, stand darin nicht der Name ihres Sohnes, sondern sie waren an das Gesundheitsministerium von Maine gerichtet, in Cincinnati, wie sie den lokalen Medien sagte.",0.4590841127869702,,TRUE,FALSE,
"The letters were about a $54 or $0 healthcare claim that United Healthcare said is not covered, Lay said.","In den Briefen ging es um eine <v>Gesundheitsbehauptung </v>in Höhe von 54 Dollar oder 0 Dollar, von der United Healthcare sagte, dass sie nicht abgedeckt sei, sagte Lay.","In den Briefen ging es um eine Gesundheitsleistung zwischen 0 und 54 US-Dollar, die laut United Healthcare nicht übernommen wird, sagte Lay.",0.6311407829909415,,TRUE,FALSE,
"When she asked United Healthcare why she was receiving a mountain of letters, she was told it was a coding issue, she said.","Als sie United Healthcare fragte, warum sie einen Berg von Briefen erhielt, wurde ihr gesagt, dass es ein Programmierproblem sei, sagte sie.","Als sie United Healthcare fragte, warum sie einen Berg von Briefen erhalten habe, wurde ihr gesagt, dass es sich um ein Codierungsproblem handele, sagte sie.",0.921270836821782,,TRUE,FALSE,
"In a statement, United Healthcare told CNN it's working to resolve the issue but it cannot provide details due to privacy requirements.","In einer Erklärung sagte United Healthcare CNN, dass es daran arbeite, das Problem zu lösen, aber es könne keine Details aufgrund von Datenschutzanforderungen angeben.","In einer Erklärung teilte United Healthcare CNN mit, dass man an einer Lösung des Problems arbeite, aber aufgrund von Datenschutzanforderungen keine Einzelheiten nennen könne.",0.9793491378756242,,TRUE,FALSE,
"""We have determined the cause of the problem. We are very sorry this occurred, and we have contacted the family to discuss the situation with them,"" the health insurer said.","„Wir haben die Ursache des Problems ermittelt. Es tut uns sehr leid, dass dies geschehen ist, und wir haben die Familie kontaktiert, um die Situation mit ihnen zu besprechen“, sagte der Krankenversicherer.","„Wir haben die Ursache des Problems ermittelt. Es tut uns sehr leid, dass das passiert ist, und wir haben uns mit der Familie in Verbindung gesetzt, um die Situation gemeinsam zu besprechen“, sagte der Versicherer.",0.9943479085188812,,TRUE,FALSE,
"Lay said the letters all have a message at the bottom urging people to go paperless. "" I'm thinking they had to take down half of a forest just to send this,"" she said.","Lay sagte, dass die Briefe alle eine Botschaft an der Unterseite haben, die die Menschen auffordert, papierlos <v>zu gehen</v>. „Ich denke, sie mussten die Hälfte eines Waldes abreißen, nur um dies zu senden“, sagte sie.","Lay sagte, die Briefe hätten alle am Ende eine Botschaft, welche die Menschen dazu auffordert, papierlos zu arbeiten. „ Ich denke, ein halber Wald musste abgeholzt werden, nur um das zu senden“, sagte sie.",0.603053572330043,,TRUE,FALSE,
Antonio Brown says he's not quite ready for retirement,"Antonio Brown sagt, er sei noch nicht ganz bereit für den Ruhestand","Antonio Brown sagt, dass er noch nicht bereit ist, zurückzutreten",1.0,,TRUE,FALSE,
"Antonio Brown has indicated he's not retiring from the NFL, only a few days after announcing he was done with the league in a Twitter rant.","Antonio Brown hat angedeutet, dass er nicht aus der NFL ausscheidet, nur ein paar Tage nachdem er bekannt gegeben hatte, dass er mit der Liga in einem Twitter-Rant fertig war.","Antonio Brown hat nur wenige Tage, nachdem er in einer Schimpftirade auf Twitter gesagt hat, er sei mit der Liga fertig, angedeutet, dass er die NFL nicht verlassen wird.",0.7050849429359262,,TRUE,FALSE,
"The four-time All-Pro wide receiver wrote on Twitter on Thursday: ""I'm still the best why stop now."" He followed with the suggestion that the game needs him.","Der viermalige All-Pro Wide Receiver schrieb am Donnerstag auf Twitter: „Ich bin immer noch der beste, warum jetzt aufhören.“ Er <v>folgte</v> mit dem Vorschlag, dass das Spiel ihn braucht.","Der viermalige All-Pro Wide Receiver schrieb am Donnerstag auf Twitter: „Ich bin immer noch der Beste, warum jetzt aufhören.“ Des Weiteren behauptete er, dass das Spiel ihn brauche.",0.7218578037381058,,TRUE,FALSE,
Brown has been accused of sexual misconduct by two women. He was released by the New England Patriots last week after playing only one game. He's been dumped by three teams in the last six months.,"Brown wurde von zwei Frauen des sexuellen Fehlverhaltens beschuldigt. Er wurde letzte Woche von den New England Patriots entlassen, nachdem er nur ein Spiel gespielt hatte. Er wurde in den letzten sechs Monaten von drei Teams entlassen.",Brown wurde von zwei Frauen des sexuellen Fehlverhaltens beschuldigt. Er wurde letzte Woche von den New England Patriots nach nur einem Spiel wieder entlassen. In den letzte sechs Monaten wurde er von drei Mannschaften rausgeworfen.,0.993067042123094,,TRUE,FALSE,
"Brown, who lost Nike as a sponsor last week, says he'll practice at high schools one day a week, starting in Miami.","Brown, der Nike letzte Woche als Sponsor verloren hat, sagt, er werde an einem Tag in der Woche an High Schools üben, beginnend in Miami.","Brown, der letzte Woche seinen Sponsor Nike verlor, sagte, dass er ein Mal pro Woche an einer High School trainieren würde, anfangs in Miami.",0.9252564224826016,,TRUE,FALSE,
"The 31-year-old Brown also engaged in a Twitter spat with Los Angeles Rams safety Eric Weddle, who faced him often with the Baltimore Ravens.","<v>Der 31-jährige Brown beteiligte sich auch an einem Twitter-Spuck mit den Los Angeles Rams Sicherheit Eric Weddle, der ihn oft mit den Baltimore Ravens konfrontiert.</v>","Der 31-jährige Brown geriet auf Twitter auch mit dem Safety Eric Weddle von den Los Angeles Rams aneinander, die beiden standen sich oft gegenüber, als Brown für die Baltimore Ravens spielte.",0.0,,TRUE,FALSE,
HSBC flips crime-spotting tool to scope new business,"HSBC <v>schwenkt</v> Crime-Spotting-Tool, um neue Geschäftsfelder zu erschließen",HSBC zweckentfremdet ihr Instrument zur Verbrechensbekämpfung um neue Geschäfte zu erschließen,0.7324283271212131,,TRUE,FALSE,
"British bank HSBC (HSBA.L) has converted a financial crime-spotting algorithm it was forced to build in the wake of a money-laundering scandal into one that can scope out new business opportunities, bank executives said.","Die britische Bank HSBC (HSBA.L) hat einen Algorithmus zur Ermittlung von Finanzkriminalität, den sie im Gefolge eines Geldwäscheskandals aufbauen musste, in einen Algorithmus umgewandelt, der neue Geschäftsmöglichkeiten erschließen kann, sagten Bankmanager.","Die britische Bank HSBC (HSBA.L) hat einen Algorithmus zur Aufspürung von Finanzkriminalität, den sie im Zuge eines Geldwäscheskandals entwickeln musste, in einen Algorithmus verwandelt, der neue Geschäftsmöglichkeiten eröffnen kann, so die Bankleitung.",0.9238673907281773,,TRUE,FALSE,
"The system combines data on clients"" banking activities, with public data on company ownership and directorships, to flag desirable potential clients to HSBC staff and offer ways to connect to them through existing relationships.","Das System kombiniert Daten über die Bankaktivitäten der Kunden mit öffentlichen Daten über Unternehmenseigentum und Direktorien, um wünschenswerte potenzielle Kunden den HSBC-Mitarbeitern anzuzeigen und Möglichkeiten zu bieten, sich über bestehende Beziehungen mit ihnen zu verbinden.","Dazu werden vom System Daten aus den Bankgeschäften der Kunden mit öffentlichen Daten zu Firmenbesitz und Direktorenposten kombiniert, um für die Mitarbeiter der HSBC potenzielle Kunden zu identifizieren und gleichzeitig Wege zu schaffen, über bestehende Beziehungen mit ihnen in Verbindung zu treten.",0.7848683559284597,,TRUE,FALSE,
"Using data and artificial intelligence to try and boost revenues is part of HSBC's broader push to squeeze more out of its large physical network and client data, a key priority for interim Chief Executive Noel Quinn.","Die Nutzung von Daten und künstlicher Intelligenz, um den Umsatz zu steigern, ist Teil des umfassenderen Vorstoßes von HSBC, mehr aus seinem großen physischen Netzwerk und seinen Kundendaten herauszuholen, eine wichtige Priorität für Interims-Chef Noel Quinn.","Die Weiterverwendung von Daten und die Nutzung künstlicher Intelligenz zur Steigerung der Geschäftserträge ist Teil der umfassenderen Bemühungen der HSBC, mehr aus ihrem großen physischen Netzwerk und ihren Kundendaten herauszuholen, und für den Interim-Chef der Bank, Noel Quinn, oberste Priorität.",0.9655883672067525,,TRUE,FALSE,
"""It's one of the first commercial uses of investment in financial crime prevention, and the business we're getting in this way is inherently lower risk and quicker to win,"" said Stuart Nivison, HSBC's global head of client network banking.","„Es ist eine der ersten kommerziellen Verwendungen von Investitionen in die Prävention von Finanzkriminalität, und das Geschäft, das wir auf diese Weise bekommen, ist von Natur aus geringeres Risiko und schneller zu gewinnen“, sagte Stuart Nivison, HSBC Global Head of Client Network Banking.","„Dabei handelt es sich um eine der ersten kommerziellen Nutzungen von Investitionen in die Prävention von Finanzkriminalität, und die Geschäfte, die wir auf diese Weise gewinnen, sind von Natur aus risikoärmer und schneller zugänglich“, so Stuart Nivison, der globale Leiter des Kundennetzwerkbankgeschäfts von HSBC.",0.8616557335380681,,TRUE,FALSE,
"HSBC declined to comment on how much it expects to make from the new system but said the broader ""network income"" initiative has already yielded hundreds of millions of dollars in additional revenue.","HSBC lehnte es ab, zu kommentieren, wie viel es <v>von dem neuen System zu machen</v> erwartet, sagte aber, dass die breitere „Netzwerkeinkommen“-Initiative bereits Hunderte von Millionen Dollar an zusätzlichen Einnahmen erbracht hat.","Die Bankleitung von HSBC lehnte es ab, sich dazu zu äußern, wie viel man sich von dem neuen System erhofft, sagte aber, dass die Initiative „Netzwerkeinnahmen“ im weiteren Sinne bereits Hunderte von Millionen Dollar an Zusatzeinnahmen gebracht hat.",0.7547669101967951,,TRUE,FALSE,
The drive is an important part of the bank's efforts to defend its global presence at a time when some analysts and investors are saying it should shrink or exit markets like the United States where it makes returns below its cost of capital.,"Die Initiative ist ein wichtiger Teil der Bemühungen der Bank, ihre globale Präsenz zu einer Zeit zu verteidigen, in der einige Analysten und Investoren sagen, dass sie Märkte wie die Vereinigten Staaten schrumpfen oder verlassen sollte, wo sie Renditen unter ihren Kapitalkosten erzielt.","Die Initiative gehört als wichtiger Teil zu den Bemühungen der Bank, ihre globale Marktpräsenz zu verteidigen, zu einer Zeit, in der diverse Analysten und Investoren mutmaßen, dass diese im Schrumpfen begriffen ist oder empfehlen, Märkte wie die USA, wo sie Renditen unterhalb ihrer Kapitalkosten erzielt, zu verlassen.",0.8319773380301609,,TRUE,FALSE,
HSBC was forced to invest hundreds of millions of dollars in financial crime compliance as part of a $1.9 billion settlement in 2012 with U.S. authorities over the bank's failure to prevent money laundering by drug cartels though its Mexican unit.,"HSBC war gezwungen, Hunderte von Millionen Dollar in die <v>Einhaltung von Finanzkriminalität</v> zu investieren, als Teil eines Vergleichs von 1,9 Milliarden Dollar im Jahr 2012 mit den US-Behörden wegen des Versäumnisses der Bank, Geldwäsche durch Drogenkartelle durch ihre mexikanische Einheit zu verhindern.","HSBC war im Rahmen einer Einigung mit US-Behörden im Jahr 2012 über 1,9 Milliarden Dollar Bußgeld wegen des Versäumnisses der Bank, die Geldwäsche durch Drogenkartelle über ihre mexikanische Niederlassung zu verhindern, gezwungen gewesen, Hunderte von Millionen Dollar in die normgerechte Bekämpfung von Finanzkriminalität zu investieren.",0.6339876035208059,,TRUE,FALSE,
"The system works by mapping individual customers"" and companies ties to each other and then looking for unusual patterns of transactions or unearthing previously unknown connections between those entities.","Das System funktioniert, indem es einzelne Kunden abbildet"" und Unternehmen miteinander verknüpft und dann nach ungewöhnlichen Transaktionsmustern sucht oder bisher unbekannte Verbindungen zwischen diesen <v>Unternehmen</v> aufdeckt.","Das System ist in der Lage, einzelnen Kunden und Unternehmen miteinander in Verbindung zu bringen und dann auf ungewöhnliche Transaktionsmuster hin zu durchsuchen oder bisher unbekannte Verbindungen zwischen den einzelnen Entitäten aufzudecken.",0.6394077507767366,,TRUE,FALSE,
"That system has already freed up more than 400 staff to go from manually checking transactions and records to client-facing roles where they can spend time helping customers, said Adrian Rigby, chief operating officer of HSBC's trade business.","Dieses System hat bereits mehr als 400 Mitarbeiter freigesetzt, um von der manuellen Prüfung von Transaktionen und Aufzeichnungen zu kundenorientierten Rollen zu wechseln, in denen sie Zeit damit verbringen können, Kunden zu helfen, sagte Adrian Rigby, Chief Operating Officer des Handelsgeschäfts von HSBC.","Dieses System hat bereits mehr als 400 Mitarbeiter von einer manuellen Überprüfung von Transaktionen und Aufzeichnungen befreit, um in kundenorientierte Funkionen wechseln zu können, wo sie ihre Zeit damit verbringen können, Kunden zu helfen, sagte Adrian Rigby, Handelsbetriebsleiter von HSBC.",0.9077603327763796,,TRUE,FALSE,
"HSBC's Nivison said the lightbulb moment was realizing the tool could be repurposed to look for ""green flags"" of attractive potential clients rather than ""red flags"" of wrongdoing.","Nivison von HSBC sagte, dass der <v>Glühbirnenmoment erkennen würde</v>, dass das Tool umfunktioniert werden könnte, um nach „grünen Flaggen“ attraktiver potenzieller Kunden zu suchen, anstatt nach „roten Flaggen“ von Fehlverhalten.","Nivison von HSBC sagte, dass ihnen eines Tages die Eingebung kam, dass sie das Tool neu ausrichten könnten, um vielversprechende und potenzielle Neukunden („grüne Flaggen“) zu identifizieren, anstatt sich lediglich auf Fehlverhalten („rote Flaggen“) zu konzentrieren.",0.5878830042824943,,TRUE,FALSE,
"""We took our customer dataset and combined it with (Britain's) Companies House data and turned the algorithm around to look for attractiveness in a client, whether that be through sector, growth of the company, and connection to existing clients,"" Nivison said.","„Wir nahmen unseren Kundendatensatz und kombinierten ihn mit (Großbritanniens) Companies House-Daten und <v>dreht</v>en den Algorithmus um, um nach Attraktivität bei einem Kunden zu suchen, sei es durch Sektor, Wachstum des Unternehmens und Verbindung zu bestehenden Kunden“, sagte Nivison.","„Wir haben unseren Kundendatensatz mit den Daten des Unternehmensregisters (von Großbritannien) kombiniert und den Algorithmus dahingehend verändert, um Kunden nach ihrem Geschäftspotenzial filtern zu können, sei es innerhalb eines bestimmten Sektors, entsprechend dem Unternehmenswachstum oder mithilfe ihrer Verbindung zu bestehenden Kunden“, erklärt Nivison.",0.6639851448073195,,TRUE,FALSE,
"The tool has mapped 22.5 million entities and people in Britain, and can identify in three minutes a network of connections that a staff member would have taken three hours to map out manually, he said.","Das Tool hat 22,5 Millionen Entitäten und Menschen in Großbritannien <v>kartiert</v> und kann in drei Minuten ein Netzwerk von Verbindungen identifizieren, die ein Mitarbeiter drei Stunden gebraucht hätte, um manuell zu <v>kartieren</v>, sagte er.","Das Tool hat 22,5 Millionen juristische und natürliche Personen in Großbritannien erfasst und kann innerhalb von nur drei Minuten ein Netzwerk von Verbindungen identifizieren, was einen einzelnen Mitarbeiter drei Stunden manuelle Arbeit gekostet hätte, sagte er.",0.4886531391521529,,TRUE,FALSE,
"Iran was promised that 'all' US sanctions would be lifted in return for talks, Rouhani claims","Dem Iran wurde versprochen, dass „alle“ US-Sanktionen im Gegenzug für Gespräche aufgehoben würden, behauptet Rouhani","Rouhani behauptet: Ihm wurde versprochen, als Gegenleistung für Gespräche „alle“ USA-Sanktionen für den Iran aufzuheben",1.0,,TRUE,FALSE,
"European nations were so eager to negotiate with Iran that they suggested the US would end its sanctions regime if Tehran was willing to engage in dialogue, President Hassan Rouhani has said.","Die europäischen Nationen waren so begierig darauf, mit dem Iran zu verhandeln, dass sie nahelegten, dass die USA ihr Sanktionsregime beenden würden, wenn Teheran zu einem Dialog bereit wäre, sagte Präsident Hassan Rouhani.","Europäische Länder strebten derart nach Verhandlungen mit dem Iran, dass sie vorschlugen, dass die USA ihre Sanktionen aufheben würden, wenn Teheran sich zu einem Dialog bereit erklären würde, sagte der Präsident Hassan Rouhani.",0.8502961455323048,,TRUE,FALSE,
"According to Rouhani, European signatories of the 2015 nuclear deal urged him to meet with US President Donald Trump, promising that Washington would lift ""all"" sanctions in return.","Laut Rohani drängten ihn die europäischen Unterzeichner des Atomabkommens von 2015 zu einem Treffen mit US-Präsident Donald Trump und versprachen, dass Washington im Gegenzug „alle“ Sanktionen aufheben würde.","Laut Rouhani drängten ihn europäische Unterzeichnerstaaten der Nuklearvereinbarung von 2015 zu einem Treffen mit dem amerikanischen Präsidenten Donald Trump, und versprachen, dass Washington in Gegenzug „alle“ Sanktionen aufheben würden.",0.8568403655411255,,TRUE,FALSE,
"""Three out of the six countries, that is the chancellor of Germany, prime minister of Britain, and president of France, all insisted for the meeting to be held, saying that the US would lift all sanctions,"" stated the Iranian president.","„Drei der sechs Länder, also <v>der Kanzler</v> Deutschlands, der Premierminister Großbritanniens und der Präsident Frankreichs, bestanden alle darauf, dass das Treffen abgehalten wird, und sagten, dass die USA alle Sanktionen aufheben würden“, erklärte der iranische Präsident.","„Drei der sechs Länder, d. h. die Kanzlerin von Deutschland, der britische Premierminister und der Präsident von Frankreich, bestanden darauf, dass das Treffen abgehalten werden solle, und sagten, dass die USA alle Sanktionen aufheben würden“, erklärte der iranische Präsident.",0.8399503577712352,,TRUE,FALSE,
"He said he rejected the proposal because, ""under sanctions and maximum pressure,"" it would have been impossible to predict the end result of any negotiations.","Er sagte, er lehne den Vorschlag ab, weil es „unter Sanktionen und maximalem Druck“ unmöglich gewesen wäre, das Endergebnis irgendwelcher Verhandlungen vorherzusagen.","Er sagte, dass er diesen Vorschlag abgelehnt habe, da es unmöglich gewesen wäre, „unter Sanktionen und maximalem Druck“ das Endergebnis jeglicher Verhandlungen vorherzusagen.",1.0,,TRUE,FALSE,
"Trump quickly denied that he had offered Iran any relief, tweeting that Tehran had asked him to lift sanctions as a prerequisite to talks, but that he had ""of course"" refused.","Trump bestritt schnell, dass er dem Iran irgendeine Erleichterung angeboten habe und twitterte, Teheran habe ihn gebeten, die Sanktionen als Voraussetzung für Gespräche aufzuheben, aber er habe sich „selbstverständlich“ geweigert.","Trump verneinte schnell, dass er dem Iran jegliche Entlastungen angeboten habe, und schrieb auf Twitter, dass der Teheran ihn als Voraussetzung für Gespräche darum gebeten hätte, die Sanktionen aufzuheben, er dies aber „natürlich“ abgelehnt habe.",0.9879275949176825,,TRUE,FALSE,
"In his statement, Rouhani also said that numerous countries were on Iran's side during their one-on-one talks on the sidelines of the UNGA. ""We discussed various issues with various countries, and all of them condemned the United States"" withdrawal from the JCPOA and its pressures. This is a huge success for Iran.""","In seiner Erklärung sagte Rohani auch, dass zahlreiche Länder während ihrer Einzelgespräche am Rande der <v>UNGA</v> auf der Seite des Iran standen. „Wir haben verschiedene Themen mit verschiedenen Ländern diskutiert, und alle von ihnen verurteilten den Rückzug der Vereinigten Staaten aus dem <v>JCPOA</v> und <v>seinen</v> Druck. Dies ist ein großer Erfolg für den Iran.“","In seiner Stellungnahme sagte Rouhani zudem, dass eine Vielzahl von Ländern sich während der Einzelgespräche am Rande der Generalversammlung der Vereinigten Nationen auf die Seite des Iran positioniert hätten. „Wir haben unterschiedliche Probleme mit unterschiedlichen Ländern diskutiert, und alle von ihnen verurteilen den Ausstieg der USA aus der JCPOA und den von den USA ausgeübten Druck. Das ist ein großer Erfolg für den Iran.“",0.4200686315836802,,TRUE,FALSE,
Dog control laws to be reviewed in government consultation,Hundekontrollgesetze sollen in Regierungskonsultationen überprüft werden,Hundekontrollgesetze werden in Bürgerbefragung überprüft,0.9636421996176028,,TRUE,FALSE,
Dog control laws in Scotland are being reviewed amid concerns about out-of-control animals and irresponsible owners.,Die Hundekontrollgesetze in Schottland werden angesichts der Besorgnis über außer Kontrolle geratene Tiere und verantwortungslose Besitzer überprüft.,Hundekontrollgesetze in Schottland werden wegen Bedenken über außer Kontrolle geratene Tiere und unverantwortliche Besitzer überprüft.,1.0,,TRUE,FALSE,
